subdoc_name,doc_name,context,position
10_1345136.txt,1345136.txt,"การซื้อขายตราสารหนี้ในไทย

1.2	ตลาดที่ไม่ได้จัดตั้งขึ้นอย่างเป็นทางการ (Over-the-counter: OTC)
ในปัจจุบันตราสารหนี้ส่วนใหญ่ซื้อขายกันในแบบต่อรองราคากันเองระหว่างผู้ซื้อกับผู้ขาย (Over-the-counter: OTC) ซึ่งการซื้อขายแบบ OTC สามารถแบ่งตามเกณฑ์คู่ค้าได้ 2 ประเภท ดังนี้
	1.	ประเภทการซื้อขายตลาด OTC
		1)	การซื้อขายระหว่างผู้ค้าตราสารหนี้กับผู้ค้าตราสารหนี้ (Dealer to Dealer) (ผู้ค้าตราสารหนี้ Dealer คือ สถาบันการเงิน เช่น ธนาคาร, บริษัทหลักทรัพย์ ที่มีใบอนุญาตรับซื้อและ ขายตราสารหนี้ จาก ก.ล.ต. ทำหน้าที่และสร้างรายได้จากการรับซื้อและขายหลักทรัพย์ ซึ่งมีลักษณะคล้ายกับร้านทองที่ทำหน้าที่และสร้างรายได้จากการรับซื้อและขายทอง โดยตั้งราคาขายรับซื้อที่ 19,700 บาท และราคาขายที่ 19,800 บาท และได้กำไรจากส่วนต่างราคาซื้อขายนั่นเอง) โดยการซื้อขายอาจเป็นการติดต่อกันโดยตรงระหว่างผู้ค้าตราสารหนี้กับผู้ค้าตราสารหนี้ หรือติดต่อกันผ่านนายหน้าระหว่างผู้ค้าตราสารหนี้ (Inter dealer broker : IDB) (นายหน้าระหว่างผู้ค้าตราสารหนี้ (IDB) คือ นายหน้าหรือตัวแทนเพื่อให้เกิดการซื้อขายตราสารหนี้ระหว่างผู้ค้าตราสารหนี้โดย IDB สร้างรายได้จากค่านายหน้า, ค่าธรรมเนียม)
		2)	การซื้อขายระหว่างผู้ค้าตราสารหนี้กับลูกค้า (Dealer to Client) ซึ่งลูกค้าในที่นี้สามารถเป็นออกเป็น 2 กลุ่ม ดังนี้
			*	นักลงทุนสถาบัน เช่น บริษัทจัดการกองทุน, กองทุนบำเหน็จบำนาญข้าราชการ (กบข.), บริษัทประกัน
			*	นักลงทุนทั่วไป","[[0, 25], [4995, 6246]]"
11_1345136.txt,1345136.txt,"ในปัจจุบันตราสารหนี้ส่วนใหญ่ซื้อขายกันในแบบต่อรองราคากันเองระหว่างผู้ซื้อกับผู้ขาย (Over-the-counter: OTC) ซึ่งการซื้อขายแบบ OTC สามารถแบ่งตามเกณฑ์คู่ค้าได้ 2 ประเภท ดังนี้
	2.	ขั้นตอนการซื้อขายในตลาด OTC เริ่มจากผู้ค้าตราสารหนี้กำหนดราคาเสนอซื้อและเสนอขาย แล้วให้ผู้ที่ต้องการซื้อหรือขาย ติดต่อเข้ามาเพื่อต่อรองราคา
		ผู้ค้าตราสารหนี้ (Dealer) กำหนดราคาเสนอซื้อและราคาเสนอขายตราสารหนี้ โดยกำหนดราคาเป็นอัตราผลตอบแทน (YTM) เช่น เสนอซื้อที่ 3.10% และเสนอขายที่ 3.00%
		ผู้ต้องการซื้อ/ขาย ตราสารหนี้ ติดต่อผู้ค้าตราสารหนี้ผ่านโทรศัพท์หรือโปรแกรมคอมฯ โดยสามารถต่อรองราคาได้เช่น ผู้ต้องการซื้อต่อรองราคาที่ Dealer เสนอขายจาก 3.00% เป็น 3.05%","[[5064, 5236], [6247, 6711]]"
12_1345136.txt,1345136.txt,"ในปัจจุบันตราสารหนี้ส่วนใหญ่ซื้อขายกันในแบบต่อรองราคากันเองระหว่างผู้ซื้อกับผู้ขาย (Over-the-counter: OTC) ซึ่งการซื้อขายแบบ OTC สามารถแบ่งตามเกณฑ์คู่ค้าได้ 2 ประเภท ดังนี้
	3.	ประเภทของธุรกรรมซื้อขายของตลาดรอง
		1)	ธุรกรรมซื้อขายปกติ (outright transaction) คือ การซื้อขายตราสารหนี้ตามปกติ
		2)	ธุรกรรมซื้อคืน (financing transaction) คือ การขายตราสารหนี้โดยมีสัญญาว่าจะซื้อคืน ธุรกรรมซื้อคืนนี้เปรียบเสมือนการกู้ยืมโดยมีตราสารหนี้เป็นหลักทรัพย์ค้ำประกันนั่นเอง
		3)	ธุรกรรมซื้อขายเพื่อวัตถุประสงค์อื่น (other transaction) เช่น การซื้อขายตราสารหนี้ล่วงหน้า (เช่น ทำสัญญากันว่าจะซื้อขายตราสารหนี้กันในอีก 3 เดือน), การซื้อขายที่มีการชำระราคาและส่งมอบเกินกว่า 4 วันทำการ (>T+4)","[[5064, 5236], [6712, 7213]]"
13_1345136.txt,1345136.txt,"ในปัจจุบันตราสารหนี้ส่วนใหญ่ซื้อขายกันในแบบต่อรองราคากันเองระหว่างผู้ซื้อกับผู้ขาย (Over-the-counter: OTC) ซึ่งการซื้อขายแบบ OTC สามารถแบ่งตามเกณฑ์คู่ค้าได้ 2 ประเภท ดังนี้
	4.	การชำระราคาและการส่งมอบตราสารหนี้ของตลาด OTC นั้นขึ้นอยู่กับว่าใครเป็นผู้ออกตราสาร (ภาครัฐหรือภาคเอกชน) และตราสารนั้นเป็นประเภทไร้ใบตราสาร (Scripless) หรือมีใบตราสาร (Script) ซึ่งสรุปได้ดังนี้
		ตราสารหนี้ภาครัฐ ไร้ใบตราสาร (Scripless) (ปัจจุบันตราสารหนี้ส่วนใหญ่เป็นแบบไม่มีใบตราสาร) ดำเนินการโดยศูนย์รับฝากหลักทรัพย์ (TSD)
		ตราสารหนี้ภาครัฐ มีในตราสาร (Script) ดำเนินการโดยศูนย์รับฝากหลักทรัพย์ (TSD)
		ตราสารหนี้ภาคเอกชน ไร้ใบตราสาร (Scripless) (ปัจจุบันตราสารหนี้ส่วนใหญ่เป็นแบบไม่มีใบตราสาร) ไม่มีการรวมศูนย์อย่างตราสารภาครัฐ แต่ส่วนใหญ่ดำเนินการโดยศูนย์รับฝากหลักทรัพย์ (TSD)
		ตราสารหนี้ภาคเอกชน มีในตราสาร (Script) สลักหลัง แล้วดำเนินการที่นายทะเบียนของตราสารหนี้รุ่นนั้น","[[5064, 5236], [7214, 7898]]"
14_1345136.txt,1345136.txt,"การซื้อขายตราสารหนี้ในไทย

1.3	ตลาดซื้อคืนตราสารหนี้ (Repo Market)
	1.	ความหมาย คือ ตลาดรองสำหรับการทำธุรกรรมซื้อคืน
	2.	ลักษณะของธุรกรรมซื้อคืน มีดังนี้
		*	เป็นการขายตราสารหนี้โดยมีสัญญาว่าจะซื้อคืนในวันที่กำหนด
		*	ตราสารหนี้ที่ขายส่วนใหญ่เป็นพันธบัตร
		*	วันที่กำหนดซื้อคืนนั้นเป็นระยะสั้น เช่น อีก 1 วัน, 7 วัน, 14 วัน
		*	ราคาที่ซื้อคืนจะสูงกว่าราคาที่ขายเสมือนเป็นดอกเบี้ยให้คู่สัญญา
		*	ธุรกรรมซื้อคืนเปรียบเสมือนการกู้ยืมระยะสั้นโดยใช้พันธบัตรมาค้ำประกัน","[[0, 25], [7899, 8336]]"
15_1345136.txt,1345136.txt,"1.3	ตลาดซื้อคืนตราสารหนี้ (Repo Market)
	3.	ประโยชน์ของตลาดซื้อคืน
		*	ใช้ในกรณีที่ผู้ทำธุรกรรมต้องการเงินทุนเพื่อบริหารสภาพคล่องระยะสั้น
		*	ต้นทุนต่ำ เนื่องจากเป็นการกู้ระยะสั้นและมีพันธบัตรค้ำประกัน
		*	เป็นช่องทางการดำเนินนโยบายทางการเงินของธนาคารแห่งประเทศไทย เพื่อดูแลสภาพคล่องและอัตราดอกเบี้ยระยะสั้น ผ่านการกำหนดอัตราดอกเบี้ยซื้อคืนพันธบัตร 1 วัน (RP1 วัน)","[[7900, 7939], [8337, 8660]]"
0_1345138.txt,1345138.txt,"การซื้อขายตราสารหนี้ในไทย

3.	ผู้เกี่ยวข้องกับตราสารหนี้ไทย สามารถแบ่งออกเป็น 5 กลุ่มได้ดังนี้
3.1	กลุ่มผู้ลงทุน
	1.	ผู้ลงทุนรายย่อย คือ บุคคลธรรมดา หรือ นิติบุคคลที่มีเงินลงทุนในหลักทรัพย์ต่ำกว่าเกณฑ์
	2.	ผู้ลงทุนรายใหญ่ (high net worth) คือ บุคคลธรรมดา หรือ นิติบุคคลที่มีเงื่อนไขใดเงื่อนไขหนึ่งดังนี้
		บุคคลธรรมดา (นับรวมกับคู่สมรส)
			สินทรัพย์สุทธิ / ส่วนของผู้ถือหุ้น	≥ 50 ล้าน
			รายได้ต่อปี	≥ 4 ล้าน
			เงินลงทุนในหลักทรัพย์	≥ 10 ล้าน
			ลงทุนในหลักทรัพย์และเงินฝาก	≥ 20 ล้าน","[[0, 484]]"
1_1345138.txt,1345138.txt,"	2.	ผู้ลงทุนรายใหญ่ (high net worth) คือ บุคคลธรรมดา หรือ นิติบุคคลที่มีเงื่อนไขใดเงื่อนไขหนึ่งดังนี้
		นิติบุคคล
			สินทรัพย์สุทธิ / ส่วนของผู้ถือหุ้น	≥ 100 ล้าน
			รายได้ต่อปี	-
			เงินลงทุนในหลักทรัพย์	≥ 20 ล้าน
			ลงทุนในหลักทรัพย์และเงินฝาก	≥ 40 ล้าน","[[202, 303], [485, 638]]"
2_1345138.txt,1345138.txt,"3.1	กลุ่มผู้ลงทุน
	3.	ผู้ลงทุนรายใหญ่พิเศษ (ultra high net worth) คือ บุคคลธรรมดา หรือ นิติบุคคลที่มีเงื่อนไขใดเงื่อนไขหนึ่งดังนี้
		บุคคลธรรมดา (นับรวมกับคู่สมรส)
			สินทรัพย์สุทธิ / ส่วนของผู้ถือหุ้น	≥ 70 ล้าน
			รายได้ต่อปี	≥ 10 ล้าน
			เงินลงทุนในหลักทรัพย์	≥ 25 ล้าน
			ลงทุนในหลักทรัพย์และเงินฝาก	≥ 50 ล้าน","[[95, 112], [639, 933]]"
3_1345138.txt,1345138.txt,"	3.	ผู้ลงทุนรายใหญ่พิเศษ (ultra high net worth) คือ บุคคลธรรมดา หรือ นิติบุคคลที่มีเงื่อนไขใดเงื่อนไขหนึ่งดังนี้
		นิติบุคคล
			สินทรัพย์สุทธิ / ส่วนของผู้ถือหุ้น	≥ 200 ล้าน
			รายได้ต่อปี	-
			เงินลงทุนในหลักทรัพย์	≥ 40 ล้าน
			ลงทุนในหลักทรัพย์และเงินฝาก	≥ 80 ล้าน","[[639, 751], [934, 1087]]"
4_1345138.txt,1345138.txt,"3.1	กลุ่มผู้ลงทุน
	4.	ผู้ลงทุนสถาบัน ตามประกาศของ ก.ล.ต. มีดังนี้
		1)	ธนาคารแห่งประเทศไทย
		2)	ธนาคารพาณิชย์
		3)	ธนาคารที่มีกฎหมายเฉพาะจัดตั้งขึ้น
		4)	บริษัทเงินทุน
		5)	บริษัทเครดิตฟองซิเอร์
		6)	บริษัทหลักทรัพย์
		7)	บริษัทประกันวินาศภัย
		8)	บริษัทประกันชีวิต
		9)	กองทุนรวม
		10)	กองทุนส่วนบุคคล
		11)	กองทุนสำรองเลี้ยงชีพ
		12)	กองทุนบำเหน็จบำนาญข้าราชการ
		13)	กองทุนประกันสังคม
		14)	กองทุนการออมแห่งชาติ
		15)	กองทุนเพื่อการฟื้นฟูและพัฒนาระบบสถาบันการเงิน
		16)	ผู้ประกอบธุรกิจสัญญาซื้อขายล่วงหน้า
		17)	ผู้ประกอบธุรกิจการซื้อขายล่วงหน้าสินค้าเกษตร
		18)	สถาบันการเงินระหว่างประเทศ
		19)	สถาบันคุ้มครองเงินฝาก
		20)	ตลาดหลักทรัพย์แห่งประเทศไทย
		21)	นิติบุคคลประเภทบรรษัท
		22)	นิติบุคคลซึ่งมีบุคคลตาม (1) ถึง (21) ถือหุ้นรวมกัน >75% ของจำนวนหุ้นที่มีสิทธิออกเสียงทั้งหมด
		23)	ผู้ลงทุนต่างประเทศซึ่งมีลักษณะตาม (1) ถึง (22)
		24)	ผู้จัดการกองทุน และผู้จัดการลงทุนในสัญญาซื้อขายล่วงหน้า
		25)	ผู้ลงทุนอื่นใดตามที่สำนักงานประกาศกำหนด","[[95, 112], [1088, 2013]]"
5_1345138.txt,1345138.txt,"การซื้อขายตราสารหนี้ในไทย

3.2	กลุ่มผู้ออกตราสารหนี้
	1.	กระทรวงการคลัง ผู้ออกตั๋วเงินคลัง, พันธบัตรรัฐบาล
	2.	ธนาคารแห่งประเทศไทย ผู้ออกพันธบัตรธนาคารแห่งประเทศไทย
	3.	รัฐวิสาหกิจ ผู้ออกพันธบัตรรัฐวิสาหกิจ
	4.	บริษัทเอกชน ผู้ออกตั๋วแลกเงิน, หุ้นกู้","[[0, 25], [2014, 2237]]"
6_1345138.txt,1345138.txt,"การซื้อขายตราสารหนี้ในไทย

3.3	กลุ่มผู้ทำหน้าที่เกี่ยวข้องกับการซื้อขาย
	1.	ผู้ค้าตราสารหนี้ (Dealer) สถาบันการเงินที่เป็นผู้ซื้อขายตราสารหนี้ในตลาด OTC (สร้างรายได้จากส่วนต่างราคาซื้อขาย)
	2.	นายหน้าค้าตราสารหนี้ บริษัทที่เป็นนายหน้าหรือตัวแทนซื้อขายตราสารหนี้ (สร้างรายได้จากค่านายหน้า, ค่าธรรมเนียม)
	3.	ที่ปรึกษาทางการเงิน (Financial Advisor) ทำหน้าที่เป็นที่ปรึกษาให้กับผู้ที่ต้องการออกตราสารหนี้ในตลาดแรก ในเรื่องต่างๆ เช่น ดอกเบี้ย, อายุตราสารหนี้ และมูลค่าตราสารหนี้ ที่ออกควรเป็นอย่างไร
	4.	ผู้จัดจำหน่ายหลักทรัพย์ (Underwriter) ทำหน้าที่จัดจำหน่ายตราสารหนี้ในตลาดแรก ซึ่งรูปแบบการจัดจำหน่ายแบ่งเป็น 3 รูปแบบ ดังนี้
		1)	การรับประกันการจัดจำหน่าย (Firm commitment) ผู้จัดจำหน่ายการันตีว่า จะจัดจำหน่ายตราสารหนี้ได้ทั้งหมดในราคา IPO หากไม่สามารถทำได้ผู้จัดจำหน่ายจะรับซื้อหลักทรัพย์ส่วนที่เหลือในราคา IPO
		2)	การพยายามขายให้ดีที่สุด (Best effort) ผู้จัดจำหน่ายจะพยายามอย่างดีที่ดีสุดเพื่อจำหน่ายตราสารหนี้ให้หมด
		3)	การรับซื้อหลักทรัพย์ที่เหลือเพื่อขายต่อ (Standby commitment) เป็นการจัดจำหน่ายที่ผู้จัดจำหน่ายให้สิทธิกับผู้ออกตราสารหนี้ ในกรณีที่ตราสารหนี้ไม่สามารถจัดจำหน่ายได้ทั้งหมด  ผู้ออกตราสารมีสิทธิที่จะให้ผู้จัดจำหน่ายซื้อตราสารหนี้ส่วนที่เหลือโดยราคารับซื้อจะเป็นที่ต่ำกว่าราคา IPO","[[0, 25], [2238, 3414]]"
7_1345138.txt,1345138.txt,"การซื้อขายตราสารหนี้ในไทย

3.4	กลุ่มผู้ที่ทำหน้าที่สนับสนุนและดูแลผลประโยชน์
	1.	ผู้แทนผู้ถือหุ้นกู้ (Bond Holder Representative) สถาบันการเงินที่ทำหน้าที่ดูแลผลประโยชน์ให้ผู้ถือหุ้นกู้ เช่น การเรียกร้องค่าเสียหายกรณีที่ผู้ออกหุ้นกู้ไม่ปฏิบัติตามข้อกำหนด รวมถึงการผิดนัดชำระหนี้
	2.	สถาบันจัดอันดับความน่าเชื่อถือ (Credit Rating Agency) เป็นผู้ประเมินอันดับความน่าเชื่อถือของหุ้นกู้ และผู้ออกหุ้นกู้
	3.	สำนักหักบัญชี (Thailand Clearing Houses : TCH) ทำหน้าที่เป็นคนกลาง (Counter Party) ในการชำระราคาและส่งมอบหลักทรัพย์
	4.	นายทะเบียน (Register) ทำหน้าเก็บข้อมูลต่างๆ เกี่ยวกับตราสารหนี้ เช่น จำนวนตราสารหนี้, ผู้ถือครองของตราสารหนี้, การโอน, การจ่ายดอกเบี้ย
		*	ตราสารหนี้ภาครัฐ มีธนาคารแห่งประเทศไทยเป็นนายทะเบียน
		*	ตราสารหนี้ภาคเอกชน ผู้ออกตราสารอาจเป็นนายทะเบียนเองหรือแต่งตั้งให้ศูนย์รับฝากหลักทรัพย์ (Thailand Securities Depository : TSD) เป็นนายทะเบียน","[[0, 25], [3415, 4250]]"
8_1345138.txt,1345138.txt,"3.4	กลุ่มผู้ที่ทำหน้าที่สนับสนุนและดูแลผลประโยชน์
	5.	ผู้รับฝากทรัพย์สิน (Custodian) มีหน้าที่ดูแลและเก็บรักษาหลักทรัพย์","[[3416, 3465], [4251, 4321]]"
9_1345138.txt,1345138.txt,"การซื้อขายตราสารหนี้ในไทย

3.5	กลุ่มผู้กำกับดูแล
	1.	สำนักงานคณะกรรมการกำกับหลักทรัพย์และตลาดหลักทรัพย์ (ก.ล.ต.) มีหน้าที่กำกับดูแลและพัฒนาตลาดทุนทั้งตลาดแรกและตลาดรอง ซึ่งมีรายละเอียดดังนี้
		1)	กำกับดูแลธุรกิจหลักทรัพย์ เช่น การกำหนดให้ผู้ติดต่อกับผู้ลงทุนต้องมี IC License, การที่ต้องขออนุญาต ก.ล.ต. เพื่อประกอบธุรกิจหลักทรัพย์
		2)	กำกับการออกและเสนอขายหลักทรัพย์ เป็นการตรวจสอบความถูกต้องและความพอเพียงของข้อมูล เพื่อให้อนุญาตในการออกและเสนอขาย
		3)	กำหนดนโยบายและข้อบังคับ ของตลาดทุน
		4)	ป้องกันความไม่เป็นธรรมในการซื้อขายหลักทรัพย์ ทำหน้าที่พิจารณาข้อร้องเรียน และตรวจสอบการกระทำผิด","[[0, 25], [4322, 4886]]"
